City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,sao jose da coroa grande,-8.8978,-35.1478,29.74,68,100,3.95,BR,1710267149
367,obock,12.25,43.0833,22.83,75,27,4.28,DJ,1710267149
368,tambacounda,13.7539,-13.7586,40.63,9,98,3.15,SN,1710267150
369,kushiro,42.975,144.3747,-1.72,73,100,10.06,JP,1710267140
370,baise city,23.8997,106.6133,21.86,99,59,3.14,CN,1710267151
371,al mindak,20.1588,41.2834,20.78,53,32,1.08,SA,1710267151
372,susuman,62.7833,148.1667,-30.01,100,100,0.45,RU,1710267152
373,cooma,-36.2333,149.1333,18.8,68,100,1.28,AU,1710267152
374,weno,7.4515,151.8468,27.8,71,99,6.31,FM,1710267153
375,lubang,13.8584,120.124,26.1,83,100,7.38,PH,1710267153
376,verkhnevilyuysk,63.4453,120.3167,-18.75,99,96,1.94,RU,1710267142
377,fale old settlement,-9.3852,-171.2468,29.42,72,48,5.42,TK,1710267154
378,dhing,26.4667,92.4667,22.39,28,0,1.35,IN,1710267155
379,kailua-kona,19.6406,-155.9956,26.39,79,75,3.6,US,1710267156
380,kapa'a,22.0752,-159.319,23.39,84,75,5.66,US,1710267156
381,raja,8.4596,25.678,32.27,19,86,1.23,SS,1710267157
382,greymouth,-42.4667,171.2,14.17,97,100,1.84,NZ,1710267157
383,choibalsan,48.0667,114.5,-10.4,84,7,3.76,MN,1710267157
384,togur,58.3631,82.8265,-11.26,98,99,1.77,RU,1710267158
385,celestun,20.8667,-90.4,29.16,61,11,3.08,MX,1710267158
386,khairagarh,26.95,77.8167,22.42,26,0,3.77,IN,1710267159
387,parauapebas,-6.0675,-49.9022,31.99,61,40,1.54,BR,1710267159
388,egilsstadir,65.2653,-14.3948,3.95,75,100,5.14,IS,1710267160
389,ostersund,63.1792,14.6357,-2.75,63,0,0.51,SE,1710267161
390,tommot,58.9564,126.2925,-12.23,98,90,2.05,RU,1710267161
391,graaff-reinet,-32.2522,24.5308,20.5,61,15,5.44,ZA,1710267162
392,zouerate,22.7187,-12.4521,28.58,16,13,2.9,MR,1710267162
393,prineville,44.2999,-120.8345,8.4,70,100,4.12,US,1710267163
394,fortuna,40.5982,-124.1573,12.03,92,100,0.89,US,1710266927
395,sona,45.4388,10.8255,13.51,59,0,2.06,IT,1710267164
396,santa terezinha,-29.9002,-50.0904,24.91,74,12,6.16,BR,1710267165
397,anaconda,46.1285,-112.9423,4.45,59,75,3.51,US,1710267038
398,motueka,-41.1333,173.0167,16.17,82,100,2.44,NZ,1710267166
399,klaksvik,62.2266,-6.589,6.51,90,100,8.8,FO,1710267166
400,taoudenni,22.6783,-3.9836,31.31,11,91,2.74,ML,1710267166
401,manado,1.487,124.8455,25.43,94,20,1.03,ID,1710267167
402,bankim,6.083,11.4905,31.76,28,100,1.36,CM,1710267167
403,pushkinskiye gory,57.0209,28.9103,-0.18,63,100,2.72,RU,1710267167
404,vung tau,10.346,107.0843,26.91,77,100,10.83,VN,1710267168
405,sinabang,2.4803,96.3801,26.86,74,48,0.55,ID,1710267169
406,mahina,-17.5065,-149.489,27.87,78,0,3.6,PF,1710267169
407,lupane,-18.9315,27.807,25.48,45,54,2.96,ZW,1710267169
408,kota kinabalu,5.9749,116.0724,24.99,88,20,1.03,MY,1710267170
409,isafjordur,66.0755,-23.124,2.23,93,99,4.11,IS,1710267170
410,victoria point,-27.5833,153.3,22.86,86,54,5.56,AU,1710267171
411,bathsheba,13.2167,-59.5167,29.34,74,20,7.72,BB,1710267172
412,karratha,-20.7377,116.8463,27.29,68,25,4.9,AU,1710267172
413,zalingei,12.9096,23.4741,31.38,9,41,3.71,SD,1710267173
414,puerto lleras,3.0223,-73.4044,34.14,50,88,0.27,CO,1710267173
415,khandyga,62.6667,135.6,-25.67,96,88,1.6,RU,1710267174
416,nanzhou,29.3596,112.4024,15.27,68,100,1.33,CN,1710267175
417,sao felix do xingu,-6.6447,-51.995,32.03,57,49,1.2,BR,1710267175
418,tatsinskiy,48.1968,41.2756,-2.13,70,10,1.42,RU,1710267176
419,narvik,68.4384,17.4272,1.56,81,83,2.27,NO,1710267176
420,mount pleasant,32.7941,-79.8626,22.32,39,0,6.17,US,1710267058
421,valera,9.3178,-70.6036,32.46,54,85,2.42,VE,1710267177
422,vilyuysk,63.7553,121.6247,-18.89,100,89,1.79,RU,1710267178
423,port hueneme,34.1478,-119.1951,19.14,74,40,3.6,US,1710267031
424,darhan,49.4867,105.9228,-14.32,96,9,1.34,MN,1710267179
425,manakara,-22.1333,48.0167,24.73,92,8,2.66,MG,1710267179
426,horta,38.5333,-28.6333,15.8,90,40,7.2,PT,1710267180
427,atafu village,-8.5421,-172.5159,29.57,74,72,5.03,TK,1710267180
428,kaohsiung,22.6163,120.3133,21.13,79,1,1.75,TW,1710267181
429,chachapoyas,-6.2317,-77.869,20.45,68,100,1.74,PE,1710267181
430,dushanbe,38.5577,68.7797,6.9,100,100,6.0,TJ,1710267181
431,broken hill,-31.95,141.4333,26.62,27,98,3.19,AU,1710267182
432,ati,13.2154,18.3353,32.83,9,86,4.82,TD,1710267182
433,baikunthpur,23.25,82.55,22.28,28,4,2.22,IN,1710267183
434,itoman,26.1247,127.6694,17.21,51,20,11.83,JP,1710267184
435,yallahs,17.8748,-76.5624,33.74,56,7,5.86,JM,1710267184
436,himimachi,36.85,136.9833,5.66,96,97,4.78,JP,1710267185
437,prince george,53.9166,-122.753,6.27,66,20,2.57,CA,1710267185
438,varna,43.2167,27.9167,9.08,87,100,1.54,BG,1710267185
439,nova vicosa,-17.8919,-39.3719,28.09,76,53,4.88,BR,1710267186
440,slobodskoy,58.7322,50.1772,-9.08,98,100,1.33,RU,1710267186
441,kone,-21.0595,164.8658,25.11,92,93,1.89,NC,1710267186
442,salekhard,66.53,66.6019,-13.55,86,100,8.35,RU,1710267187
443,erenhot,43.6475,111.9767,-0.05,34,2,2.5,CN,1710266946
444,scarborough,54.2797,-0.4044,11.76,91,100,3.58,GB,1710267177
445,saint-leu,-21.15,55.2833,25.48,78,17,3.24,RE,1710267188
446,quatre cocos,-20.2078,57.7625,25.61,74,93,6.89,MU,1710267189
447,jiujiang,29.7333,115.9833,13.68,61,100,4.79,CN,1710267189
448,kill devil hills,36.0307,-75.676,21.0,26,0,3.6,US,1710267190
449,kristiansund,63.1115,7.732,4.36,60,0,3.09,NO,1710267190
450,al qubbah,32.7616,22.2424,11.08,75,93,5.4,LY,1710267190
451,takoradi,4.8845,-1.7554,29.36,76,75,6.74,GH,1710267191
452,castillos,-34.1667,-53.8333,29.86,37,100,5.38,UY,1710267192
453,lata,40.1629,-8.3327,14.9,74,96,0.56,PT,1710267192
454,dalhart,36.0595,-102.5133,21.01,14,0,5.66,US,1710266965
455,zhosaly,45.4878,64.0781,-0.77,58,11,5.47,KZ,1710267194
456,sungai penuh,-2.0833,101.3833,17.2,89,97,1.3,ID,1710267194
457,nabire,-3.3667,135.4833,24.45,91,100,1.18,ID,1710267194
458,ginir,7.1333,40.7,19.32,45,14,1.32,ET,1710267195
459,dumpay,15.8807,120.389,23.95,82,99,1.4,PH,1710267195
460,prado,-17.3411,-39.2208,27.39,84,94,3.4,BR,1710267196
461,mount pearl,47.5166,-52.7813,4.19,86,75,1.54,CA,1710267196
462,tazovsky,67.4667,78.7,-21.65,92,90,7.54,RU,1710267196
463,soma,39.1855,27.6094,11.91,89,65,3.54,TR,1710267197
464,iron mountain,45.8202,-88.066,17.9,33,0,5.14,US,1710267069
465,kingston,17.997,-76.7936,33.42,54,2,1.26,JM,1710267198
466,irkutsk,52.2978,104.2964,-3.73,80,0,1.0,RU,1710267126
467,beidao,34.5686,105.8933,8.3,73,100,1.32,CN,1710267199
468,sussex,41.1834,-74.6663,17.08,38,0,4.63,US,1710267199
469,ob',54.9872,82.7166,-7.01,93,100,2.0,RU,1710267200
470,el porvenir,13.7617,-87.3458,31.63,18,10,2.7,HN,1710267200
471,adrar,20.5022,-10.0711,29.39,9,69,3.35,MR,1710267201
472,guerrero negro,27.9769,-114.0611,17.68,63,0,8.36,MX,1710266988
473,minas de marcona,-15.2119,-75.1103,22.62,65,54,7.05,PE,1710267202
474,tete,-16.1564,33.5867,28.72,65,99,1.78,MZ,1710267202
475,young,-32.6833,-57.6333,37.06,32,0,6.86,UY,1710267203
476,san matias,-16.3667,-58.4,37.57,36,49,2.51,BO,1710267203
477,khor,47.8861,134.9464,-21.03,99,41,0.99,RU,1710267204
478,sitka,57.0531,-135.33,6.94,61,75,8.75,US,1710267204
479,villa regina,-39.1,-67.0667,30.55,15,0,1.79,AR,1710267202
480,heyuan,23.7333,114.6833,15.33,66,5,0.73,CN,1710267205
481,wenchang,30.904,118.4887,8.38,76,91,3.24,CN,1710267206
482,cockburn town,21.4612,-71.1419,24.79,77,66,6.72,TC,1710267206
483,tangara,-6.1994,-35.8017,30.47,63,81,2.61,BR,1710267207
484,south weber,41.1324,-111.9302,8.86,73,100,5.14,US,1710267207
485,kodinsk,58.6881,99.1844,-17.49,100,71,1.32,RU,1710267207
486,luderitz,-26.6481,15.1594,21.33,61,25,8.63,NA,1710267208
487,bamboo flat,11.7,92.7167,25.05,88,7,0.51,IN,1710267208
488,lethem,3.3803,-59.7968,36.1,34,74,1.71,GY,1710267209
489,shitanjing,39.2342,106.3439,2.78,22,100,2.17,CN,1710267209
490,cururupu,-1.8283,-44.8683,30.88,63,100,2.81,BR,1710267200
491,enewetak,11.3474,162.3373,26.55,78,100,10.64,MH,1710267210
492,ankang,32.68,109.0172,13.24,50,100,1.15,CN,1710267210
493,singaraja,-8.112,115.0882,27.27,87,100,6.44,ID,1710267211
494,bayganin,48.6947,55.8742,-11.49,97,68,1.68,KZ,1710267211
495,nuuk,64.1835,-51.7216,-3.66,100,100,3.09,GL,1710267212
496,mahalapye,-23.1041,26.8142,27.33,24,0,3.27,BW,1710267213
497,key west,24.5557,-81.7826,28.0,63,40,7.2,US,1710267214
498,tilaran,10.4703,-84.9671,27.72,90,95,8.54,CR,1710267214
499,effingham,32.3669,-81.3332,22.72,32,14,2.72,US,1710267215
500,qamdo,31.1667,97.2333,-0.83,45,100,1.77,CN,1710267215
501,lhokseumawe,5.1801,97.1507,25.32,80,55,2.0,ID,1710267215
502,alesund,62.4723,6.1549,5.97,68,75,3.6,NO,1710267216
503,lunca,43.8333,24.7667,11.01,78,50,3.29,RO,1710267216
504,las terrenas,19.311,-69.5428,28.57,56,10,3.78,DO,1710267216
505,varnamo,57.186,14.04,4.04,84,100,1.53,SE,1710267217
506,gadzhiyevo,69.2551,33.3362,-4.53,76,100,7.45,RU,1710267217
507,pitea,65.3172,21.4794,-6.95,98,82,0.93,SE,1710267218
508,mar del plata,-38.0023,-57.5575,21.4,92,75,6.17,AR,1710266824
509,fort st. john,56.2499,-120.8529,-0.19,85,100,0.59,CA,1710267219
510,at taj,24.2049,23.2857,23.73,11,0,4.3,LY,1710267219
511,sierra grande,-41.606,-65.3557,28.19,10,0,9.77,AR,1710267220
512,qutqashen,40.9814,47.8458,1.11,70,73,1.79,AZ,1710267220
513,nova borova,50.693,28.6345,0.44,98,100,6.49,UA,1710267220
514,ariquemes,-9.9133,-63.0408,33.57,54,95,1.72,BR,1710267221
515,port blair,11.6667,92.75,25.02,88,7,0.51,IN,1710267221
516,kumagunnam,13.1551,10.6342,34.04,9,57,4.83,NG,1710267222
517,ulladulla,-35.35,150.4667,20.97,85,86,3.04,AU,1710267222
518,tamanrasset,22.785,5.5228,24.8,14,88,4.71,DZ,1710267223
519,hengchun,22.0042,120.7439,20.08,57,7,11.84,TW,1710267223
520,walker,30.7335,-95.5669,23.53,64,20,5.66,US,1710267223
521,san antonio de pale,-1.4014,5.6325,28.93,79,100,4.04,GQ,1710267224
522,merizo village,13.2658,144.6691,26.1,88,100,6.27,GU,1710267225
523,sao tome,0.3365,6.7273,29.06,79,100,3.32,ST,1710267225
524,makarov,48.6333,142.8,-16.05,91,3,2.51,RU,1710267148
525,bitkine,11.9801,18.2138,33.94,10,50,4.13,TD,1710267015
526,fomboni,-12.28,43.7425,29.41,72,35,3.7,KM,1710267226
527,meadow lakes,61.6247,-149.6011,0.93,41,0,5.14,US,1710267226
528,markaz-e hukumat-e darweshan,31.1323,64.1934,15.01,66,54,1.52,AF,1710267227
529,anastacio,-20.4836,-55.8069,38.7,32,91,4.71,BR,1710267227
530,oliver,49.1831,-119.5524,7.75,77,94,3.74,CA,1710266928
531,banff,51.1762,-115.5698,5.57,45,80,2.57,CA,1710267228
532,colonia,50.9333,6.95,9.92,78,75,3.6,DE,1710267169
533,flying fish cove,-10.4217,105.6791,25.82,88,100,5.14,CX,1710267229
534,bowling green,36.9903,-86.4436,18.97,47,5,4.29,US,1710267229
535,labasa,-16.4167,179.3833,25.56,91,97,1.2,FJ,1710267230
536,prairie du chien,43.0517,-91.1412,19.25,34,0,4.12,US,1710267230
537,isabela,6.7085,121.9711,26.06,86,54,1.54,PH,1710267231
538,south bend,41.6834,-86.25,19.21,46,0,6.69,US,1710267231
539,shingu,33.7333,135.9833,6.58,65,3,5.09,JP,1710267232
540,sonoita,31.85,-112.8333,20.55,25,5,4.15,MX,1710267233
541,ebish,37.4639,41.1906,8.66,59,68,1.49,TR,1710267233
542,kenai,60.5544,-151.2583,-3.95,100,0,0.0,US,1710267233
543,hilo,19.7297,-155.09,23.12,90,40,3.09,US,1710267234
544,lugovoy,42.9472,72.7644,2.76,99,100,3.23,KZ,1710267234
545,kalat,29.0225,66.5916,7.27,80,89,4.63,PK,1710267235
546,lukhovka,54.1484,45.2573,-10.09,98,71,2.24,RU,1710267236
547,flin flon,54.7682,-101.865,-3.09,74,20,3.6,CA,1710267236
548,ust'-ilimsk,58.0006,102.6619,-6.54,93,100,4.47,RU,1710266967
549,sorab,14.3833,75.1,24.21,67,80,3.08,IN,1710267237
550,eureka,40.8021,-124.1637,12.18,87,87,5.81,US,1710266975
551,alofi,-19.0595,-169.9187,27.38,88,80,11.27,NU,1710267237
552,hotan,37.0997,79.9269,9.18,28,13,4.29,CN,1710267238
553,jayapura,-2.5333,140.7,24.66,91,100,2.53,ID,1710267238
554,matoury,4.8483,-52.3317,26.95,84,100,3.89,GF,1710266963
555,canutama,-6.5339,-64.3831,34.02,55,95,0.89,BR,1710267239
556,uruguaiana,-29.7547,-57.0883,36.89,37,0,5.45,BR,1710266989
557,plavsk,53.7094,37.2919,-2.59,88,100,1.83,RU,1710267239
558,taksimo,56.3444,114.8794,-12.19,86,53,0.57,RU,1710267240
559,yurty,56.0498,97.6348,-11.73,97,85,1.03,RU,1710267240
560,lazaro cardenas,17.9583,-102.2,30.23,40,17,4.37,MX,1710267240
